pair0,pair1,idx
1202,427,2323
116,502,2324
286,935,2325
302,347,2326
97,120,2327
282,285,2328
258,711,2329
448,100,2330
323,98,2331
297,287,2332
1022,300,2333
1679,32,2334
1690,1160,2335
871,262,2336
2293,635,2337
598,743,2338
366,266,2339
523,1099,2340
323,322,2341
484,406,2342
261,627,2343
374,437,2344
842,1897,2345
610,271,2346
483,901,2347
328,1564,2348
315,923,2349
656,305,2350
379,115,2351
102,1910,2352
886,296,2353
97,506,2354
116,304,2355
2188,287,2356
1298,300,2357
1803,900,2358
86,814,2359
114,257,2360
1767,99,2361
331,108,2362
552,568,2363
539,114,2364
301,1709,2365
1512,303,2366
278,372,2367
592,394,2368
293,407,2369
410,604,2370
293,503,2371
342,378,2372
391,1935,2373
512,772,2374
312,293,2375
630,256,2376
408,650,2377
1103,589,2378
504,110,2379
1549,257,2380
1724,2354,2381
309,311,2382
738,550,2383
323,351,2384
472,594,2385
101,591,2386
618,257,2387
332,409,2388
2373,2175,2389
116,296,2390
1177,114,2391
494,509,2392
101,322,2393
364,509,2394
309,281,2395
98,381,2396
1263,538,2397
2346,122,2398
97,1006,2399
708,257,2400
416,578,2401
304,404,2402
283,711,2403
415,115,2404
442,550,2405
990,115,2406
316,957,2407
450,292,2408
1432,560,2409
1618,875,2410
104,365,2411
289,383,2412
976,371,2413
582,864,2414
2239,1691,2415
490,721,2416
1133,421,2417
1572,266,2418
114,111,2419
283,766,2420
294,301,2421
567,439,2422
108,348,2423
2021,2340,2424
102,375,2425
99,402,2426
430,395,2427
341,397,2428
1128,267,2429
297,100,2430
1285,122,2431
679,306,2432
2109,409,2433
112,936,2434
448,121,2435
98,2024,2436
851,336,2437
262,108,2438
98,1723,2439
289,490,2440
1381,383,2441
2425,116,2442
84,1313,2443
1170,300,2444
277,808,2445
608,329,2446
1390,645,2447
116,282,2448
310,1173,2449
2115,1523,2450
1126,309,2451
1419,943,2452
379,122,2453
348,281,2454
277,257,2455
874,336,2456
1111,99,2457
504,103,2458
109,98,2459
948,339,2460
878,101,2461
764,304,2462
970,270,2463
275,117,2464
100,554,2465
1165,866,2466
1019,980,2467
584,329,2468
916,848,2469
310,777,2470
2470,394,2471
305,339,2472
671,290,2473
294,2431,2474
872,256,2475
1389,260,2476
481,881,2477
504,507,2478
414,367,2479
313,114,2480
298,1466,2481
651,335,2482
327,307,2483
1125,905,2484
1956,281,2485
275,372,2486
1265,880,2487
501,593,2488
1130,300,2489
357,311,2490
489,103,2491
327,1922,2492
1532,259,2493
272,326,2494
72,292,2495
265,966,2496
414,351,2497
327,448,2498
115,273,2499
112,729,2500
742,259,2501
871,324,2502
699,270,2503
301,112,2504
1518,259,2505
543,112,2506
1933,1243,2507
2388,860,2508
298,1232,2509
1020,1354,2510
1610,324,2511
312,274,2512
70,114,2513
809,103,2514
519,326,2515
349,354,2516
346,968,2517
341,453,2518
516,262,2519
1481,261,2520
263,280,2521
366,502,2522
49,57,2523
301,1771,2524
318,350,2525
100,114,2526
478,1556,2527
105,427,2528
286,506,2529
116,314,2530
114,1624,2531
264,372,2532
98,1903,2533
738,259,2534
873,1047,2535
1261,439,2536
310,257,2537
746,325,2538
101,507,2539
1052,505,2540
364,383,2541
1961,278,2542
270,406,2543
448,118,2544
1887,1577,2545
998,285,2546
304,464,2547
404,543,2548
785,257,2549
262,100,2550
103,294,2551
948,122,2552
576,601,2553
277,384,2554
2002,351,2555
112,622,2556
115,531,2557
342,114,2558
553,921,2559
291,65,2560
278,292,2561
738,257,2562
334,785,2563
437,395,2564
110,271,2565
326,367,2566
1213,336,2567
858,544,2568
264,503,2569
98,405,2570
492,1155,2571
385,281,2572
1298,440,2573
366,105,2574
337,1940,2575
63,1209,2576
293,264,2577
276,369,2578
416,296,2579
368,370,2580
275,371,2581
1384,379,2582
1621,538,2583
301,315,2584
1470,415,2585
505,257,2586
269,711,2587
279,351,2588
535,973,2589
293,390,2590
117,112,2591
110,389,2592
408,526,2593
587,378,2594
733,364,2595
67,104,2596
429,356,2597
258,918,2598
97,401,2599
441,367,2600
1588,114,2601
2540,2450,2602
845,108,2603
2260,554,2604
330,293,2605
327,108,2606
118,273,2607
116,2327,2608
2439,1291,2609
100,486,2610
294,437,2611
376,388,2612
576,624,2613
68,264,2614
116,111,2615
669,257,2616
653,306,2617
477,296,2618
296,1058,2619
322,1182,2620
110,297,2621
283,883,2622
283,908,2623
272,295,2624
992,436,2625
763,257,2626
302,353,2627
296,262,2628
280,307,2629
1501,569,2630
460,105,2631
453,287,2632
1977,115,2633
432,311,2634
567,355,2635
261,308,2636
277,450,2637
301,854,2638
299,32,2639
269,911,2640
310,507,2641
357,370,2642
104,466,2643
278,820,2644
444,745,2645
1649,368,2646
559,324,2647
288,367,2648
373,270,2649
258,883,2650
114,347,2651
442,433,2652
379,274,2653
434,578,2654
109,1699,2655
103,602,2656
1046,116,2657
1383,697,2658
103,425,2659
2069,635,2660
858,646,2661
283,911,2662
385,257,2663
455,304,2664
411,343,2665
626,460,2666
912,257,2667
420,767,2668
348,311,2669
293,99,2670
330,280,2671
106,117,2672
385,289,2673
843,108,2674
1088,272,2675
1214,257,2676
536,305,2677
1854,270,2678
325,328,2679
647,257,2680
592,402,2681
533,114,2682
269,1077,2683
273,110,2684
1284,273,2685
299,100,2686
563,877,2687
276,664,2688
1381,406,2689
518,594,2690
658,262,2691
392,267,2692
1188,494,2693
117,118,2694
101,503,2695
1441,377,2696
263,282,2697
540,404,2698
295,790,2699
760,334,2700
502,32,2701
355,346,2702
291,423,2703
277,310,2704
730,353,2705
768,609,2706
1256,1425,2707
2270,259,2708
68,561,2709
115,1893,2710
391,300,2711
483,784,2712
761,609,2713
369,351,2714
2045,1488,2715
551,326,2716
530,1087,2717
84,329,2718
2577,310,2719
279,322,2720
2015,300,2721
286,2473,2722
265,336,2723
258,908,2724
345,313,2725
2064,388,2726
493,1045,2727
2072,2688,2728
873,350,2729
1130,436,2730
327,581,2731
987,351,2732
967,256,2733
326,322,2734
386,706,2735
278,301,2736
110,480,2737
420,339,2738
330,448,2739
65,1544,2740
658,324,2741
109,480,2742
1195,101,2743
299,287,2744
278,275,2745
769,273,2746
460,321,2747
495,305,2748
257,373,2749
284,333,2750
112,375,2751
315,1921,2752
105,377,2753
293,256,2754
861,385,2755
1190,365,2756
420,897,2757
1048,1582,2758
327,328,2759
359,110,2760
1093,259,2761
1717,2641,2762
109,479,2763
1656,32,2764
257,464,2765
1786,1888,2766
98,294,2767
1041,275,2768
2227,111,2769
286,2284,2770
270,2068,2771
258,911,2772
279,298,2773
588,108,2774
402,324,2775
404,278,2776
2148,122,2777
2011,287,2778
455,101,2779
859,298,2780
266,272,2781
651,347,2782
304,406,2783
115,282,2784
338,1196,2785
275,349,2786
2621,99,2787
443,312,2788
109,350,2789
411,1012,2790
505,311,2791
417,1254,2792
404,1372,2793
195,188,2794
408,112,2795
108,296,2796
472,339,2797
262,105,2798
2527,662,2799
2132,114,2800
371,370,2801
616,2222,2802
2576,34,2803
1147,277,2804
392,424,2805
262,103,2806
326,549,2807
420,724,2808
775,320,2809
1913,115,2810
116,309,2811
379,99,2812
418,601,2813
310,386,2814
122,32,2815
397,490,2816
520,457,2817
361,531,2818
516,277,2819
521,284,2820
1320,602,2821
555,257,2822
118,1230,2823
1014,292,2824
275,292,2825
971,259,2826
270,370,2827
567,620,2828
595,257,2829
355,317,2830
287,296,2831
1164,471,2832
108,622,2833
489,322,2834
269,883,2835
367,298,2836
1254,110,2837
861,306,2838
258,964,2839
294,563,2840
807,611,2841
533,502,2842
1175,115,2843
280,1237,2844
704,259,2845
1514,378,2846
407,298,2847
858,1161,2848
287,262,2849
430,423,2850
101,519,2851
489,320,2852
833,434,2853
2525,1065,2854
295,991,2855
355,256,2856
1648,680,2857
1109,405,2858
385,298,2859
363,305,2860
277,370,2861
99,376,2862
1533,1487,2863
318,278,2864
403,273,2865
922,427,2866
98,2399,2867
269,918,2868
403,507,2869
263,1936,2870
118,906,2871
114,303,2872
275,32,2873
307,538,2874
1267,257,2875
1184,696,2876
455,306,2877
2513,1078,2878
1228,256,2879
272,289,2880
513,356,2881
1349,949,2882
386,650,2883
99,554,2884
304,462,2885
574,901,2886
1603,581,2887
475,305,2888
100,261,2889
452,1291,2890
459,262,2891
109,302,2892
1318,1946,2893
403,262,2894
296,1667,2895
1024,484,2896
312,382,2897
283,79,2898
272,384,2899
315,378,2900
334,116,2901
2177,366,2902
332,434,2903
1644,1081,2904
100,414,2905
1477,520,2906
108,310,2907
102,349,2908
371,284,2909
258,79,2910
577,117,2911
105,118,2912
740,262,2913
406,459,2914
615,285,2915
1096,645,2916
337,1829,2917
312,97,2918
115,2406,2919
102,586,2920
435,418,2921
355,326,2922
2216,1141,2923
415,108,2924
652,1805,2925
796,2029,2926
2281,662,2927
293,829,2928
1289,377,2929
1735,489,2930
109,349,2931
621,304,2932
257,1815,2933
99,622,2934
606,993,2935
76,290,2936
455,257,2937
584,365,2938
372,395,2939
513,83,2940
372,423,2941
362,830,2942
349,683,2943
303,259,2944
103,622,2945
353,80,2946
257,462,2947
304,383,2948
1216,1003,2949
106,1778,2950
1560,620,2951
273,1099,2952
861,1463,2953
1353,257,2954
523,101,2955
1488,363,2956
289,787,2957
1907,524,2958
269,79,2959
1834,349,2960
2833,416,2961
116,951,2962
1870,381,2963
318,2331,2964
333,305,2965
983,273,2966
1732,317,2967
109,277,2968
2908,425,2969
99,324,2970
1025,401,2971
293,570,2972
417,1041,2973
318,706,2974
355,335,2975
308,256,2976
738,343,2977
2401,310,2978
643,122,2979
262,335,2980
522,115,2981
719,2289,2982
2982,297,2983
456,306,2984
269,908,2985
1540,272,2986
108,1065,2987
259,338,2988
621,306,2989
449,277,2990
999,350,2991
386,103,2992
259,462,2993
263,274,2994
630,561,2995
105,1608,2996
263,322,2997
1044,348,2998
476,490,2999
500,385,3000
2636,898,3001
492,1063,3002
310,526,3003
1082,525,3004
1749,368,3005
658,866,3006
1501,264,3007
1220,289,3008
607,313,3009
1316,2390,3010
261,257,3011
2840,122,3012
567,103,3013
2063,32,3014
1177,538,3015
315,275,3016
483,534,3017
821,272,3018
331,312,3019
302,112,3020
100,324,3021
289,451,3022
1441,427,3023
373,1573,3024
294,2579,3025
376,875,3026
1079,385,3027
98,266,3028
103,1768,3029
844,115,3030
108,2218,3031
106,718,3032
99,426,3033
258,1017,3034
458,114,3035
989,309,3036
289,552,3037
1834,298,3038
283,918,3039
106,2326,3040
415,339,3041
598,901,3042
2421,2276,3043
739,305,3044
2300,116,3045
391,470,3046
313,345,3047
263,333,3048
1006,322,3049
288,277,3050
738,1736,3051
308,1722,3052
294,440,3053
375,307,3054
331,116,3055
109,308,3056
617,298,3057
334,426,3058
303,689,3059
257,305,3060
2324,371,3061
312,997,3062
311,568,3063
296,747,3064
1532,257,3065
384,281,3066
800,259,3067
402,117,3068
2428,2962,3069
807,368,3070
1826,327,3071
111,440,3072
109,280,3073
998,268,3074
376,122,3075
1150,443,3076
1040,350,3077
1214,363,3078
898,3031,3079
627,272,3080
761,256,3081
256,289,3082
341,256,3083
1203,98,3084
336,423,3085
1157,765,3086
490,977,3087
768,256,3088
275,325,3089
1502,377,3090
744,99,3091
299,300,3092
315,490,3093
326,644,3094
671,372,3095
2529,378,3096
459,561,3097
114,263,3098
296,794,3099
2620,2278,3100
549,1345,3101
337,102,3102
763,413,3103
2356,379,3104
354,440,3105
1048,645,3106
694,589,3107
530,355,3108
308,366,3109
337,636,3110
673,257,3111
303,2852,3112
110,2241,3113
311,931,3114
306,552,3115
349,322,3116
344,114,3117
416,886,3118
328,555,3119
283,1077,3120
663,624,3121
940,279,3122
753,309,3123
592,358,3124
700,122,3125
337,1362,3126
369,277,3127
411,98,3128
384,279,3129
272,279,3130
263,273,3131
287,116,3132
412,604,3133
265,282,3134
937,368,3135
371,400,3136
313,115,3137
2223,278,3138
263,551,3139
515,407,3140
976,257,3141
118,354,3142
256,1071,3143
259,464,3144
1439,905,3145
283,1124,3146
932,271,3147
346,585,3148
114,261,3149
105,267,3150
77,1376,3151
327,116,3152
837,460,3153
112,355,3154
692,304,3155
1214,259,3156
1261,355,3157
1627,507,3158
103,262,3159
1455,272,3160
1184,528,3161
1485,866,3162
292,1456,3163
353,65,3164
571,629,3165
505,298,3166
108,394,3167
354,256,3168
429,395,3169
285,425,3170
542,1836,3171
1557,376,3172
262,339,3173
336,65,3174
272,305,3175
971,257,3176
518,339,3177
302,391,3178
886,496,3179
516,1958,3180
291,469,3181
97,397,3182
411,121,3183
2001,103,3184
384,702,3185
114,468,3186
1838,379,3187
550,311,3188
753,306,3189
411,573,3190
269,964,3191
3019,347,3192
265,308,3193
296,1322,3194
383,1327,3195
269,1124,3196
621,936,3197
455,276,3198
105,305,3199
292,384,3200
309,338,3201
98,1773,3202
797,305,3203
327,438,3204
3204,301,3205
459,432,3206
78,2822,3207
2447,110,3208
870,596,3209
419,977,3210
346,984,3211
296,437,3212
1030,950,3213
726,580,3214
454,298,3215
1212,806,3216
1692,1447,3217
303,1175,3218
290,277,3219
1705,591,3220
421,719,3221
1432,310,3222
261,292,3223
364,749,3224
341,620,3225
751,335,3226
326,720,3227
1165,466,3228
343,1029,3229
293,519,3230
364,666,3231
72,1934,3232
713,875,3233
419,1252,3234
100,381,3235
664,256,3236
408,292,3237
439,281,3238
283,1273,3239
481,380,3240
2137,388,3241
618,946,3242
98,1108,3243
393,1043,3244
117,804,3245
426,1065,3246
337,115,3247
97,948,3248
108,1886,3249
436,83,3250
399,259,3251
302,1555,3252
809,401,3253
117,3006,3254
103,263,3255
608,365,3256
263,547,3257
270,400,3258
414,277,3259
834,118,3260
258,1066,3261
459,100,3262
441,351,3263
312,105,3264
653,413,3265
327,1858,3266
418,289,3267
903,296,3268
1176,98,3269
1692,103,3270
372,904,3271
488,378,3272
269,1017,3273
833,675,3274
615,296,3275
293,689,3276
2026,115,3277
337,2404,3278
301,334,3279
404,1728,3280
1446,271,3281
278,524,3282
532,601,3283
613,311,3284
432,298,3285
542,489,3286
313,259,3287
1589,277,3288
301,1413,3289
89,271,3290
3290,107,3291
3056,774,3292
289,902,3293
2518,122,3294
776,262,3295
447,715,3296
264,292,3297
1114,580,3298
1289,427,3299
481,117,3300
315,915,3301
499,268,3302
2199,261,3303
2637,1519,3304
306,451,3305
751,347,3306
315,263,3307
598,784,3308
898,2565,3309
542,2816,3310
115,3112,3311
301,2375,3312
2152,262,3313
414,1102,3314
112,276,3315
1764,277,3316
115,1537,3317
257,490,3318
1384,112,3319
625,69,3320
956,814,3321
858,272,3322
326,736,3323
364,338,3324
989,262,3325
448,678,3326
630,264,3327
491,272,3328
305,351,3329
288,1146,3330
499,281,3331
289,270,3332
118,365,3333
306,406,3334
696,289,3335
1330,371,3336
694,385,3337
1867,259,3338
99,114,3339
710,1296,3340
283,964,3341
264,519,3342
1984,116,3343
709,351,3344
2865,300,3345
1882,501,3346
294,308,3347
1226,270,3348
290,105,3349
310,285,3350
303,656,3351
116,480,3352
257,404,3353
999,1047,3354
291,86,3355
97,2856,3356
331,2857,3357
100,2384,3358
834,313,3359
102,1252,3360
286,577,3361
817,319,3362
1473,418,3363
112,274,3364
341,1487,3365
301,320,3366
297,259,3367
707,311,3368
574,784,3369
989,282,3370
318,480,3371
1690,2869,3372
298,1189,3373
104,714,3374
1133,118,3375
97,605,3376
343,943,3377
818,384,3378
775,922,3379
945,537,3380
870,310,3381
566,394,3382
99,2106,3383
117,327,3384
502,375,3385
262,290,3386
593,305,3387
98,262,3388
805,296,3389
475,1367,3390
1147,624,3391
333,1367,3392
1668,262,3393
693,326,3394
343,386,3395
257,666,3396
118,643,3397
1349,526,3398
742,292,3399
1913,260,3400
810,306,3401
433,270,3402
903,330,3403
592,374,3404
1183,257,3405
1181,115,3406
626,507,3407
2251,292,3408
728,824,3409
1849,336,3410
343,921,3411
518,724,3412
2185,1205,3413
112,527,3414
2244,2632,3415
493,286,3416
337,460,3417
286,105,3418
605,1462,3419
927,259,3420
2381,589,3421
2442,844,3422
408,706,3423
65,1288,3424
325,268,3425
499,725,3426
277,501,3427
116,3389,3428
3361,881,3429
359,326,3430
368,400,3431
289,406,3432
101,366,3433
1100,259,3434
373,645,3435
264,112,3436
326,351,3437
532,256,3438
257,929,3439
293,2800,3440
297,496,3441
296,1927,3442
353,469,3443
263,2150,3444
411,109,3445
263,654,3446
472,724,3447
904,1146,3448
327,305,3449
397,115,3450
100,278,3451
2127,332,3452
865,1835,3453
588,334,3454
551,305,3455
306,490,3456
994,801,3457
679,304,3458
334,1003,3459
622,114,3460
264,986,3461
1572,480,3462
1109,906,3463
590,1060,3464
926,1489,3465
994,705,3466
618,309,3467
728,1433,3468
1937,432,3469
1059,277,3470
292,295,3471
295,281,3472
1035,279,3473
1607,349,3474
1792,317,3475
421,302,3476
368,509,3477
1068,308,3478
341,1087,3479
1705,388,3480
776,108,3481
269,1218,3482
3003,368,3483
449,601,3484
1973,303,3485
810,1205,3486
367,455,3487
558,121,3488
629,509,3489
617,281,3490
708,430,3491
277,435,3492
274,105,3493
764,1098,3494
1711,256,3495
338,450,3496
680,277,3497
274,272,3498
1400,256,3499
1446,1129,3500
1040,1047,3501
286,703,3502
284,675,3503
110,2994,3504
3504,106,3505
98,293,3506
259,346,3507
720,2996,3508
516,259,3509
2512,487,3510
283,1218,3511
521,370,3512
308,111,3513
584,1045,3514
449,262,3515
3009,303,3516
1036,99,3517
3247,287,3518
367,281,3519
1469,336,3520
1843,287,3521
100,353,3522
1668,105,3523
760,1158,3524
635,259,3525
2345,388,3526
98,303,3527
533,2209,3528
103,105,3529
2059,1043,3530
1046,507,3531
97,650,3532
1514,114,3533
411,114,3534
709,326,3535
3366,502,3536
2533,844,3537
1727,299,3538
420,802,3539
269,1066,3540
325,426,3541
118,2189,3542
611,280,3543
2596,310,3544
1250,524,3545
2606,660,3546
309,400,3547
989,324,3548
878,480,3549
1886,719,3550
306,383,3551
667,395,3552
1621,114,3553
444,933,3554
747,319,3555
106,2006,3556
381,797,3557
393,775,3558
265,572,3559
630,105,3560
1013,277,3561
761,264,3562
1022,114,3563
272,257,3564
359,957,3565
938,637,3566
412,300,3567
720,620,3568
1049,257,3569
327,285,3570
109,380,3571
258,1153,3572
2013,1680,3573
302,806,3574
399,371,3575
269,1273,3576
1502,427,3577
1869,710,3578
446,326,3579
290,122,3580
359,832,3581
1374,3021,3582
2919,2920,3583
278,649,3584
108,274,3585
106,101,3586
521,400,3587
891,2430,3588
312,280,3589
997,114,3590
369,1102,3591
376,514,3592
364,536,3593
1079,304,3594
1533,264,3595
493,676,3596
364,451,3597
3207,3291,3598
754,260,3599
257,2646,3600
101,925,3601
590,304,3602
1199,100,3603
618,1067,3604
1388,339,3605
272,734,3606
437,65,3607
257,419,3608
306,357,3609
312,292,3610
560,261,3611
2194,256,3612
101,649,3613
332,2198,3614
998,387,3615
570,101,3616
3616,417,3617
111,489,3618
500,263,3619
653,1687,3620
100,572,3621
835,459,3622
1492,277,3623
298,638,3624
1547,259,3625
2112,1141,3626
411,108,3627
104,649,3628
305,594,3629
361,256,3630
279,121,3631
293,795,3632
532,1275,3633
379,328,3634
966,358,3635
1947,432,3636
379,285,3637
682,326,3638
550,444,3639
302,296,3640
499,112,3641
417,888,3642
2746,115,3643
283,1017,3644
348,462,3645
472,767,3646
2207,1127,3647
597,496,3648
320,405,3649
1763,257,3650
291,80,3651
536,326,3652
828,277,3653
256,338,3654
341,1322,3655
3513,680,3656
1565,1304,3657
421,2591,3658
306,404,3659
71,117,3660
69,506,3661
692,629,3662
1396,273,3663
304,457,3664
1306,259,3665
118,798,3666
305,575,3667
415,1201,3668
116,1089,3669
1143,117,3670
1571,103,3671
434,813,3672
435,536,3673
346,2462,3674
619,258,3675
502,1138,3676
72,257,3677
483,1313,3678
960,279,3679
744,563,3680
407,311,3681
1215,99,3682
2751,3243,3683
530,105,3684
110,2197,3685
275,475,3686
323,103,3687
82,1003,3688
776,320,3689
516,382,3690
326,346,3691
1735,102,3692
932,314,3693
450,430,3694
513,423,3695
1279,1187,3696
100,358,3697
98,274,3698
484,370,3699
99,474,3700
498,1602,3701
302,98,3702
843,695,3703
596,99,3704
115,1699,3705
2790,299,3706
283,1066,3707
359,1169,3708
3073,1928,3709
273,98,3710
608,1045,3711
117,98,3712
264,272,3713
330,1191,3714
522,471,3715
1374,449,3716
987,346,3717
521,509,3718
2060,279,3719
281,929,3720
1420,1323,3721
731,310,3722
1176,391,3723
1046,118,3724
411,391,3725
3352,755,3726
313,424,3727
484,509,3728
301,122,3729
315,278,3730
310,2259,3731
311,1178,3732
100,1089,3733
115,660,3734
299,1155,3735
967,292,3736
257,702,3737
104,627,3738
338,1178,3739
392,110,3740
1644,2530,3741
97,558,3742
1025,1963,3743
497,444,3744
97,107,3745
293,656,3746
513,395,3747
355,309,3748
1902,116,3749
762,695,3750
305,549,3751
312,2464,3752
1080,256,3753
413,279,3754
3054,108,3755
493,1445,3756
297,279,3757
104,280,3758
345,317,3759
565,679,3760
258,66,3761
2678,882,3762
341,718,3763
673,298,3764
561,262,3765
2955,678,3766
897,428,3767
541,624,3768
849,354,3769
3379,1691,3770
2058,383,3771
100,1060,3772
1299,401,3773
1050,2008,3774
523,1702,3775
644,613,3776
1081,116,3777
2913,662,3778
325,1408,3779
2745,111,3780
3780,3441,3781
686,880,3782
3661,847,3783
103,355,3784
1166,382,3785
286,323,3786
359,114,3787
1164,759,3788
1300,355,3789
327,2303,3790
2520,324,3791
263,503,3792
83,390,3793
2364,437,3794
337,1222,3795
432,338,3796
429,423,3797
301,2075,3798
852,955,3799
485,385,3800
621,263,3801
992,100,3802
1078,1323,3803
99,256,3804
522,424,3805
101,656,3806
1320,380,3807
258,1333,3808
370,1820,3809
602,319,3810
269,1153,3811
611,335,3812
322,449,3813
281,270,3814
434,3223,3815
369,465,3816
2608,105,3817
301,715,3818
568,353,3819
102,2275,3820
481,529,3821
733,270,3822
739,326,3823
1423,3550,3824
293,2006,3825
346,540,3826
1229,259,3827
264,795,3828
109,323,3829
298,568,3830
1219,353,3831
117,106,3832
397,327,3833
51,48,3834
704,772,3835
273,327,3836
302,314,3837
112,297,3838
1263,300,3839
288,295,3840
1877,407,3841
292,457,3842
296,748,3843
114,480,3844
940,406,3845
415,309,3846
1896,832,3847
288,497,3848
67,321,3849
529,434,3850
116,823,3851
1076,716,3852
257,552,3853
2769,1206,3854
1204,306,3855
697,334,3856
106,276,3857
104,820,3858
685,379,3859
327,380,3860
872,365,3861
109,336,3862
636,496,3863
844,273,3864
3864,3221,3865
320,310,3866
276,114,3867
377,425,3868
294,332,3869
3869,453,3870
305,840,3871
940,298,3872
338,882,3873
437,423,3874
559,1538,3875
1320,2032,3876
264,103,3877
67,274,3878
297,2000,3879
342,408,3880
447,1771,3881
100,431,3882
338,1211,3883
258,1280,3884
1661,275,3885
1891,494,3886
112,1893,3887
2694,601,3888
341,947,3889
72,286,3890
291,899,3891
872,292,3892
941,256,3893
384,307,3894
302,262,3895
1030,2174,3896
1606,732,3897
348,464,3898
418,624,3899
367,444,3900
441,277,3901
1215,394,3902
2314,1504,3903
1103,1187,3904
270,778,3905
312,3020,3906
590,979,3907
1358,256,3908
1679,277,3909
1775,100,3910
286,2341,3911
1091,1602,3912
651,433,3913
800,272,3914
442,603,3915
315,1240,3916
870,259,3917
2043,365,3918
299,118,3919
447,325,3920
2179,262,3921
386,1155,3922
3461,100,3923
108,111,3924
501,384,3925
352,471,3926
1806,1957,3927
1561,116,3928
269,1429,3929
1486,1123,3930
283,1280,3931
478,1648,3932
302,635,3933
689,311,3934
325,116,3935
942,114,3936
274,604,3937
704,292,3938
1875,1120,3939
522,599,3940
1775,300,3941
3055,611,3942
421,398,3943
870,317,3944
551,277,3945
264,2552,3946
346,856,3947
1792,273,3948
3895,425,3949
2224,427,3950
606,931,3951
2524,259,3952
1198,1598,3953
1250,466,3954
622,747,3955
636,378,3956
325,99,3957
731,496,3958
1449,257,3959
341,334,3960
342,100,3961
330,266,3962
845,695,3963
447,1311,3964
574,534,3965
373,696,3966
521,406,3967
762,1544,3968
777,596,3969
431,2134,3970
914,521,3971
263,115,3972
1078,274,3973
101,488,3974
283,1153,3975
99,394,3976
432,444,3977
293,109,3978
325,3109,3979
733,902,3980
305,767,3981
265,273,3982
476,108,3983
342,978,3984
2271,581,3985
671,414,3986
1368,292,3987
76,363,3988
1543,1145,3989
1368,270,3990
487,326,3991
1253,373,3992
407,281,3993
112,394,3994
577,388,3995
81,323,3996
72,2173,3997
761,561,3998
308,353,3999
483,329,4000
1173,371,4001
807,294,4002
1441,688,4003
379,256,4004
292,462,4005
3857,567,4006
489,314,4007
473,372,4008
194,171,4009
194,187,4010
1125,277,4011
2298,593,4012
1171,814,4013
651,413,4014
686,419,4015
810,676,4016
263,603,4017
417,1266,4018
632,257,4019
302,1462,4020
493,1642,4021
108,578,4022
258,1052,4023
286,403,4024
411,115,4025
1247,308,4026
501,1663,4027
574,1313,4028
1756,1538,4029
109,97,4030
1185,263,4031
769,1097,4032
315,2303,4033
2763,382,4034
283,1429,4035
1118,401,4036
3202,809,4037
342,108,4038
2936,100,4039
98,749,4040
1652,460,4041
331,376,4042
420,277,4043
1219,272,4044
1666,103,4045
295,298,4046
3765,287,4047
518,767,4048
386,1063,4049
2498,699,4050
284,369,4051
1661,513,4052
751,433,4053
768,561,4054
400,973,4055
75,105,4056
1388,322,4057
102,560,4058
381,303,4059
78,1681,4060
367,1350,4061
989,256,4062
985,1927,4063
3335,315,4064
1405,275,4065
100,1683,4066
379,426,4067
640,675,4068
493,321,4069
282,1392,4070
1407,298,4071
101,625,4072
415,1323,4073
346,549,4074
269,1280,4075
1485,466,4076
1366,550,4077
257,415,4078
810,2673,4079
341,725,4080
913,114,4081
686,638,4082
293,838,4083
537,3346,4084
1479,1003,4085
628,3493,4086
1140,428,4087
1606,272,4088
266,366,4089
642,339,4090
2744,581,4091
276,313,4092
373,1257,4093
109,781,4094
931,279,4095
1993,100,4096
484,383,4097
309,435,4098
286,371,4099
758,955,4100
478,997,4101
904,351,4102
472,802,4103
379,108,4104
452,368,4105
312,906,4106
481,2605,4107
330,307,4108
576,262,4109
261,99,4110
331,102,4111
3270,3580,4112
390,2492,4113
275,662,4114
2140,303,4115
98,351,4116
836,1345,4117
310,405,4118
98,350,4119
2339,101,4120
1862,277,4121
103,719,4122
598,534,4123
404,1360,4124
304,400,4125
2155,1116,4126
327,114,4127
396,317,4128
1896,98,4129
112,990,4130
117,299,4131
3589,1099,4132
117,307,4133
1062,270,4134
4030,579,4135
431,3260,4136
313,854,4137
2101,306,4138
3984,2330,4139
944,287,4140
546,278,4141
416,2555,4142
1227,1417,4143
967,365,4144
362,1304,4145
294,507,4146
2131,1133,4147
115,473,4148
761,105,4149
116,278,4150
3016,114,4151
849,103,4152
1494,292,4153
890,351,4154
672,424,4155
433,311,4156
399,275,4157
109,602,4158
758,585,4159
499,340,4160
1646,310,4161
334,1524,4162
546,435,4163
584,676,4164
98,671,4165
350,292,4166
110,372,4167
310,1018,4168
110,635,4169
459,259,4170
308,1215,4171
277,357,4172
984,311,4173
331,916,4174
567,876,4175
102,374,4176
313,471,4177
103,2794,4178
3878,275,4179
1049,371,4180
2849,440,4181
1550,116,4182
524,279,4183
572,314,4184
2862,879,4185
2584,343,4186
714,270,4187
420,684,4188
100,348,4189
287,303,4190
400,723,4191
116,853,4192
2568,259,4193
82,264,4194
103,349,4195
299,635,4196
439,270,4197
442,259,4198
1027,305,4199
299,759,4200
392,326,4201
680,437,4202
1202,688,4203
264,1266,4204
568,550,4205
1510,257,4206
346,1750,4207
392,1169,4208
116,290,4209
454,681,4210
1064,291,4211
411,1254,4212
